case,grid,porosity,relative_density,E_rel_z,E_rel_x,K_sc_z,D_eff_z,specific_surface_per_mm,pore_size_um,strut_thickness_um,family,topology,mode,n_cells,target_porosity,n_struts,n_layers,strut_d,stagger
TPMS|schwarzP|sheet|c2|P0.75,32,0.7539,0.2461,0.053795,0.053795,13.56,0.34853,7.3125,544.9,176.8,TPMS,schwarzP,sheet,2.0,0.75,,,,
TPMS|schwarzP|sheet|c2|P0.75,44,0.7558,0.2442,0.053808,0.053808,13.782,0.376672,7.2397,522.2,128.6,TPMS,schwarzP,sheet,2.0,0.75,,,,
TPMS|splitP|network|c1|P0.40,16,0.3984,0.6016,0.309803,0.309803,3.61,0.17251,3.6562,500.0,612.4,TPMS,splitP,network,1.0,0.4,,,,
TPMS|splitP|network|c1|P0.40,20,0.402,0.598,0.336353,0.336353,3.434,0.162944,3.78,447.2,600.0,TPMS,splitP,network,1.0,0.4,,,,
TPMS|splitP|network|c1|P0.40,24,0.4005,0.5995,0.327117,0.327117,3.545,0.185824,3.6875,471.4,577.4,TPMS,splitP,network,1.0,0.4,,,,
TPMS|splitP|network|c1|P0.40,32,0.3984,0.6016,0.337679,0.337679,3.454,0.193746,3.5859,450.7,544.9,TPMS,splitP,network,1.0,0.4,,,,
TPMS|splitP|network|c1|P0.40,44,0.4005,0.5995,0.334144,0.334144,3.494,0.208678,3.6818,445.4,537.8,TPMS,splitP,network,1.0,0.4,,,,
TPMS|splitP|network|c1|P0.60,16,0.5977,0.4023,0.147988,0.147988,7.239,0.345015,3.4688,612.4,500.0,TPMS,splitP,network,1.0,0.6,,,,
TPMS|splitP|network|c1|P0.60,20,0.596,0.404,0.144801,0.144801,7.334,0.356332,3.63,600.0,447.2,TPMS,splitP,network,1.0,0.6,,,,
TPMS|splitP|network|c1|P0.60,24,0.5984,0.4016,0.139536,0.139536,7.633,0.366912,3.7292,577.4,471.4,TPMS,splitP,network,1.0,0.6,,,,
TPMS|splitP|network|c1|P0.60,32,0.5991,0.4009,0.144144,0.144144,7.453,0.386891,3.5508,572.8,433.0,TPMS,splitP,network,1.0,0.6,,,,
TPMS|splitP|network|c1|P0.60,44,0.6005,0.3995,0.142929,0.142929,7.505,0.389827,3.6818,575.0,416.6,TPMS,splitP,network,1.0,0.6,,,,
TPMS|splitP|network|c1|P0.75,16,0.75,0.25,0.047151,0.047151,17.121,0.553927,3.4219,707.1,353.6,TPMS,splitP,network,1.0,0.75,,,,
TPMS|splitP|network|c1|P0.75,20,0.752,0.248,0.057513,0.057513,16.211,0.564976,3.15,721.1,400.0,TPMS,splitP,network,1.0,0.75,,,,
TPMS|splitP|network|c1|P0.75,24,0.7488,0.2512,0.058067,0.058067,16.468,0.590281,3.1667,687.2,372.7,TPMS,splitP,network,1.0,0.75,,,,
TPMS|splitP|network|c1|P0.75,32,0.7485,0.2515,0.06188,0.06188,15.879,0.598285,3.2461,673.1,353.6,TPMS,splitP,network,1.0,0.75,,,,
TPMS|splitP|network|c1|P0.75,44,0.7494,0.2506,0.059895,0.059895,16.293,0.602135,3.2975,680.3,340.2,TPMS,splitP,network,1.0,0.75,,,,
TPMS|splitP|network|c2|P0.40,16,0.3125,0.6875,0.476179,0.476179,2.408,0.054464,7.125,250.0,353.6,TPMS,splitP,network,2.0,0.4,,,,
TPMS|splitP|network|c2|P0.40,20,0.408,0.592,0.329773,0.329773,3.385,0.160985,6.12,282.8,400.0,TPMS,splitP,network,2.0,0.4,,,,
TPMS|splitP|network|c2|P0.40,24,0.3796,0.6204,0.363219,0.363219,3.085,0.156298,7.0,235.7,333.3,TPMS,splitP,network,2.0,0.4,,,,
TPMS|splitP|network|c2|P0.40,32,0.3984,0.6016,0.326689,0.326689,3.346,0.175848,7.5938,250.0,306.2,TPMS,splitP,network,2.0,0.4,,,,
TPMS|splitP|network|c2|P0.40,44,0.402,0.598,0.34357,0.34357,3.268,0.189435,7.1653,257.1,272.7,TPMS,splitP,network,2.0,0.4,,,,
TPMS|splitP|network|c2|P0.60,16,0.625,0.375,0.16848,0.16848,6.113,0.297918,6.75,433.0,250.0,TPMS,splitP,network,2.0,0.6,,,,
TPMS|splitP|network|c2|P0.60,20,0.6,0.4,0.153796,0.153796,7.487,0.361252,6.36,282.8,282.8,TPMS,splitP,network,2.0,0.6,,,,
TPMS|splitP|network|c2|P0.60,24,0.6019,0.3981,0.167121,0.167121,6.575,0.330007,6.9167,333.3,235.7,TPMS,splitP,network,2.0,0.6,,,,
TPMS|splitP|network|c2|P0.60,32,0.5977,0.4023,0.156053,0.156053,6.864,0.349956,7.2188,306.2,216.5,TPMS,splitP,network,2.0,0.6,,,,
TPMS|splitP|network|c2|P0.60,44,0.6018,0.3982,0.153428,0.153428,6.881,0.372135,7.2397,301.5,222.7,TPMS,splitP,network,2.0,0.6,,,,
TPMS|splitP|network|c2|P0.75,16,0.8125,0.1875,0.018615,0.018615,24.342,0.623208,5.4375,500.0,250.0,TPMS,splitP,network,2.0,0.75,,,,
TPMS|splitP|network|c2|P0.75,20,0.744,0.256,0.0,0.0,31026.961,0.554516,6.48,346.4,200.0,TPMS,splitP,network,2.0,0.75,,,,
TPMS|splitP|network|c2|P0.75,24,0.7685,0.2315,0.039588,0.039588,20.317,0.58401,5.8333,372.7,235.7,TPMS,splitP,network,2.0,0.75,,,,
TPMS|splitP|network|c2|P0.75,32,0.75,0.25,0.049546,0.049546,16.719,0.541946,6.9844,353.6,176.8,TPMS,splitP,network,2.0,0.75,,,,
TPMS|splitP|network|c2|P0.75,44,0.7506,0.2494,0.061424,0.061424,15.302,0.559556,6.7686,340.2,181.8,TPMS,splitP,network,2.0,0.75,,,,
TPMS|splitP|sheet|c1|P0.40,16,0.4023,0.5977,0.38226,0.38226,2.955,0.078152,5.625,353.6,353.6,TPMS,splitP,sheet,1.0,0.4,,,,
TPMS|splitP|sheet|c1|P0.40,20,0.396,0.604,0.374994,0.374994,3.118,0.081002,5.64,346.4,400.0,TPMS,splitP,sheet,1.0,0.4,,,,
TPMS|splitP|sheet|c1|P0.40,24,0.4005,0.5995,0.368681,0.368681,3.211,0.068739,6.1667,333.3,372.7,TPMS,splitP,sheet,1.0,0.4,,,,
TPMS|splitP|sheet|c1|P0.40,32,0.3984,0.6016,0.369343,0.369343,3.167,0.080743,6.0469,353.6,306.2,TPMS,splitP,sheet,1.0,0.4,,,,
TPMS|splitP|sheet|c1|P0.40,44,0.4016,0.5984,0.362203,0.362203,3.239,0.101062,6.0186,314.9,314.9,TPMS,splitP,sheet,1.0,0.4,,,,
TPMS|splitP|sheet|c1|P0.60,16,0.6016,0.3984,0.197912,0.197912,5.464,0.142005,6.8906,433.0,353.6,TPMS,splitP,sheet,1.0,0.6,,,,
TPMS|splitP|sheet|c1|P0.60,20,0.596,0.404,0.202907,0.202907,5.36,0.162578,6.48,447.2,282.8,TPMS,splitP,sheet,1.0,0.6,,,,
TPMS|splitP|sheet|c1|P0.60,24,0.5995,0.4005,0.188833,0.188833,5.773,0.209566,6.6042,372.7,235.7,TPMS,splitP,sheet,1.0,0.6,,,,
TPMS|splitP|sheet|c1|P0.60,32,0.6011,0.3989,0.187168,0.187168,5.952,0.206555,6.832,375.0,250.0,TPMS,splitP,sheet,1.0,0.6,,,,
TPMS|splitP|sheet|c1|P0.60,44,0.5984,0.4016,0.18829,0.18829,5.967,0.211118,6.9112,374.8,203.3,TPMS,splitP,sheet,1.0,0.6,,,,
TPMS|splitP|sheet|c1|P0.75,16,0.7422,0.2578,0.086226,0.086226,9.177,0.353537,6.5156,500.0,250.0,TPMS,splitP,sheet,1.0,0.75,,,,
TPMS|splitP|sheet|c1|P0.75,20,0.746,0.254,0.085943,0.085943,10.452,0.301962,7.05,447.2,200.0,TPMS,splitP,sheet,1.0,0.75,,,,
TPMS|splitP|sheet|c1|P0.75,24,0.75,0.25,0.085689,0.085689,11.32,0.308002,7.2917,471.4,166.7,TPMS,splitP,sheet,1.0,0.75,,,,
TPMS|splitP|sheet|c1|P0.75,32,0.7505,0.2495,0.082052,0.082052,11.566,0.338288,7.1133,433.0,176.8,TPMS,splitP,sheet,1.0,0.75,,,,
TPMS|splitP|sheet|c1|P0.75,44,0.7504,0.2496,0.082542,0.082542,11.938,0.343206,7.3202,416.6,128.6,TPMS,splitP,sheet,1.0,0.75,,,,
TPMS|splitP|sheet|c2|P0.40,16,0.3125,0.6875,0.588406,0.588406,1.876,0.0,9.75,250.0,250.0,TPMS,splitP,sheet,2.0,0.4,,,,
TPMS|splitP|sheet|c2|P0.40,20,0.416,0.584,0.39647,0.39647,2.718,0.029974,11.4,200.0,282.8,TPMS,splitP,sheet,2.0,0.4,,,,
TPMS|splitP|sheet|c2|P0.40,24,0.4167,0.5833,0.390591,0.390591,2.869,0.082332,11.5833,166.7,235.7,TPMS,splitP,sheet,2.0,0.4,,,,
TPMS|splitP|sheet|c2|P0.40,32,0.4023,0.5977,0.378078,0.378078,2.948,0.100212,11.625,176.8,176.8,TPMS,splitP,sheet,2.0,0.4,,,,
TPMS|splitP|sheet|c2|P0.40,44,0.3982,0.6018,0.374967,0.374967,3.13,0.101601,11.7521,181.8,181.8,TPMS,splitP,sheet,2.0,0.4,,,,
TPMS|splitP|sheet|c2|P0.60,16,0.6875,0.3125,0.12683,0.12683,7.16,0.387904,9.75,353.6,250.0,TPMS,splitP,sheet,2.0,0.6,,,,
TPMS|splitP|sheet|c2|P0.60,20,0.664,0.336,0.12156,0.12156,6.694,0.332511,10.44,282.8,200.0,TPMS,splitP,sheet,2.0,0.6,,,,
TPMS|splitP|sheet|c2|P0.60,24,0.5833,0.4167,0.221334,0.221334,5.256,0.247028,12.1667,235.7,235.7,TPMS,splitP,sheet,2.0,0.6,,,,
TPMS|splitP|sheet|c2|P0.60,32,0.6016,0.3984,0.19817,0.19817,5.3,0.165661,14.2031,216.5,176.8,TPMS,splitP,sheet,2.0,0.6,,,,
TPMS|splitP|sheet|c2|P0.60,44,0.6018,0.3982,0.18797,0.18797,5.672,0.226228,13.686,203.3,128.6,TPMS,splitP,sheet,2.0,0.6,,,,
TPMS|splitP|sheet|c2|P0.75,16,0.8125,0.1875,0.006663,0.006663,21.65,0.593368,6.9375,353.6,250.0,TPMS,splitP,sheet,2.0,0.75,,,,
TPMS|splitP|sheet|c2|P0.75,20,0.76,0.24,0.022021,0.022021,17.8,0.49649,9.12,282.8,200.0,TPMS,splitP,sheet,2.0,0.75,,,,
TPMS|splitP|sheet|c2|P0.75,24,0.75,0.25,0.080159,0.080159,11.74,0.424791,12.0833,235.7,166.7,TPMS,splitP,sheet,2.0,0.75,,,,
TPMS|splitP|sheet|c2|P0.75,32,0.7422,0.2578,0.091551,0.091551,9.018,0.367587,13.4531,216.5,125.0,TPMS,splitP,sheet,2.0,0.75,,,,
TPMS|splitP|sheet|c2|P0.75,44,0.7506,0.2494,0.084402,0.084402,10.26,0.347304,14.4545,222.7,90.9,TPMS,splitP,sheet,2.0,0.75,,,,
